"Ticker","Name","Sector","Asset Class","Market Value","Weight (%)","Notional Value","Quantity","Price","Location","Exchange","Currency","FX Rate","Accrual Date"
"8309","SUMITOMO MITSUI TRUST GROUP INC","Financials","Equity","1963697.63","0.02439","1963697.63","54000","36.36","Japan","Tokyo Stock Exchange","USD","160.265","--"
"MTZ","MASTEC INC","Industrials","Equity","1962822.66","0.02438","1962822.66","5394","363.89","United States","NYSE","USD","1","--"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","1963135.76","0.02438","1963135.76","10664","184.09","United States","NASDAQ","USD","1","--"
"UMG","UNIVERSAL MUSIC GROUP NV","Communication","Equity","1960919.85","0.02436","1960919.85","93468","20.98","Netherlands","Euronext Amsterdam","USD","0.86513","--"
"HLMA","HALMA PLC","Information Technology","Equity","1960572.44","0.02435","1960572.44","31402","62.43","United Kingdom","London Stock Exchange","USD","0.74702","--"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","1959479.04","0.02434","1959479.04","47468","41.28","United States","NYSE","USD","1","--"
"STE","STERIS","Health Care","Equity","1958716.4","0.02433","1958716.4","9224","212.35","United States","NYSE","USD","1","--"
"DTG","DAIMLER TRUCK HOLDING E AG","Industrials","Equity","1959117.62","0.02433","1959117.62","41208","47.54","Germany","Xetra","USD","0.86513","--"
"NN","NN GROUP NV","Financials","Equity","1955860.25","0.02429","1955860.25","23725","82.44","Netherlands","Euronext Amsterdam","USD","0.86513","--"
"GEBN","GEBERIT AG","Industrials","Equity","1950759.43","0.02423","1950759.43","3046","640.43","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"AENA","AENA SME SA","Industrials","Equity","1946643.79","0.02418","1946643.79","67580","28.8","Spain","Bolsa De Madrid","USD","0.86513","--"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","1944610.1","0.02415","1944610.1","7334","265.15","United States","NYSE","USD","1","--"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","1939369.7","0.02409","1939369.7","6806","284.95","United States","NASDAQ","USD","1","--"
"COL","COLES GROUP LTD","Consumer Staples","Equity","1939582.97","0.02409","1939582.97","123329","15.73","Australia","Asx - All Markets","USD","1.41223","--"
"KER","KERING SA","Consumer Discretionary","Equity","1938793.15","0.02408","1938793.15","6724","288.34","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"16","SUN HUNG KAI PROPERTIES LTD","Real Estate","Equity","1936597.38","0.02405","1936597.38","125500","15.43","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83485","--"
"5020","ENEOS HOLDINGS INC","Energy","Equity","1925878.39","0.02392","1925878.39","241700","7.97","Japan","Tokyo Stock Exchange","USD","160.265","--"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","1917578.88","0.02382","1917578.88","11952","160.44","United States","NYSE","USD","1","--"
"6902","DENSO CORP","Consumer Discretionary","Equity","1918025.15","0.02382","1918025.15","162900","11.77","Japan","Tokyo Stock Exchange","USD","160.265","--"
"VACN","VAT GROUP AG","Industrials","Equity","1906985.33","0.02369","1906985.33","2509","760.06","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"HBAN","HELVETIA BALOISE HOLDING N AG","Financials","Equity","1907537.24","0.02369","1907537.24","7647","249.45","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"BPE","BPER BANCA","Financials","Equity","1898137.48","0.02358","1898137.48","140762","13.48","Italy","Borsa Italiana","USD","0.86513","--"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","1896304.2","0.02355","1896304.2","4060","467.07","United States","NASDAQ","USD","1","--"
"PAAS","PAN AMERICAN SILVER CORP","Materials","Equity","1891034.8","0.02349","1891034.8","39732","47.59","Canada","Toronto Stock Exchange","USD","1.39175","--"
"EFX","EQUIFAX INC","Industrials","Equity","1891364.44","0.02349","1891364.44","10988","172.13","United States","NYSE","USD","1","--"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","1891488","0.02349","1891488","17385","108.8","United States","NASDAQ","USD","1","--"
"VLTO","VERALTO CORP","Industrials","Equity","1887162.55","0.02344","1887162.55","21931","86.05","United States","NYSE","USD","1","--"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","1882532.52","0.02338","1882532.52","22548","83.49","United States","NYSE","USD","1","--"
"VOW3","VOLKSWAGEN NON-VOTING PREF AG","Consumer Discretionary","Equity","1882648.17","0.02338","1882648.17","18542","101.53","Germany","Xetra","USD","0.86513","Jan 02, 1990"
"FM","FIRST QUANTUM MINERALS LTD","Materials","Equity","1880875.3","0.02336","1880875.3","65410","28.76","Canada","Toronto Stock Exchange","USD","1.39175","Mar 01, 1996"
"A5G","AIB GROUP PLC","Financials","Equity","1871714.07","0.02325","1871714.07","160086","11.69","Ireland","Irish Stock Exchange - All Market","USD","0.86513","--"
"OKTA","OKTA INC CLASS A","Information Technology","Equity","1871383.36","0.02324","1871383.36","15763","118.72","United States","NASDAQ","USD","1","--"
"RS","RELIANCE STEEL & ALUMINUM","Materials","Equity","1865559.3","0.02317","1865559.3","4730","394.41","United States","NYSE","USD","1","--"
"WRT1V","WARTSILA","Industrials","Equity","1863501.96","0.02315","1863501.96","45311","41.13","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.86513","--"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","1853811.96","0.02303","1853811.96","13156","140.91","United States","NYSE","USD","1","--"
"1605","INPEX CORP","Energy","Equity","1853249.31","0.02302","1853249.31","80600","22.99","Japan","Tokyo Stock Exchange","USD","160.265","--"
"BIRG","BANK OF IRELAND GROUP PLC","Financials","Equity","1846406.73","0.02293","1846406.73","91856","20.1","Ireland","Irish Stock Exchange - All Market","USD","0.86513","--"
"6920","LASERTEC CORP","Information Technology","Equity","1842323.65","0.02288","1842323.65","7000","263.19","Japan","Tokyo Stock Exchange","USD","160.265","--"
"PHIA","KONINKLIJKE PHILIPS NV","Health Care","Equity","1840072.07","0.02285","1840072.07","70035","26.27","Netherlands","Euronext Amsterdam","USD","0.86513","--"
"BURL","BURLINGTON STORES INC","Consumer Discretionary","Equity","1837621.8","0.02282","1837621.8","5796","317.05","United States","NYSE","USD","1","--"
"MRK","MERCK","Health Care","Equity","1836368.68","0.02281","1836368.68","11609","158.18","Germany","Xetra","USD","0.86513","--"
"ACA","CREDIT AGRICOLE SA","Financials","Equity","1836815.83","0.02281","1836815.83","96133","19.11","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","1833405.68","0.02277","1833405.68","81196","22.58","United States","NASDAQ","USD","1","--"
"BMPS","BANCA MONTE DEI PASCHI DI SIENA SP","Financials","Equity","1832432.75","0.02276","1832432.75","177226","10.34","Italy","Borsa Italiana","USD","0.86513","--"
"ALL","ARISTOCRAT LEISURE LTD","Consumer Discretionary","Equity","1831563.25","0.02275","1831563.25","50411","36.33","Australia","Asx - All Markets","USD","1.41223","--"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Equity","1826987.19","0.02269","1826987.19","113973","16.03","United States","NASDAQ","USD","1","--"
"RDDT","REDDIT INC CLASS A","Communication","Equity","1826255.05","0.02268","1826255.05","10529","173.45","United States","NYSE","USD","1","--"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","1825118.62","0.02267","1825118.62","8191","222.82","United States","NYSE","USD","1","--"
"KEY","KEYCORP","Financials","Equity","1825141.76","0.02267","1825141.76","83876","21.76","United States","NYSE","USD","1","--"
"INSM","INSMED INC","Health Care","Equity","1816278.94","0.02256","1816278.94","19277","94.22","United States","NASDAQ","USD","1","--"
"EVRG","EVERGY INC","Utilities","Equity","1809790.18","0.02248","1809790.18","21734","83.27","United States","NASDAQ","USD","1","--"
"PGHN","PARTNERS GROUP HOLDING AG","Financials","Equity","1807990.93","0.02246","1807990.93","2020","895.05","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"5801","FURUKAWA ELECTRIC LTD","Industrials","Equity","1805728.01","0.02243","1805728.01","5900","306.06","Japan","Tokyo Stock Exchange","USD","160.265","--"
"NST","NORTHERN STAR RESOURCES LTD","Materials","Equity","1805787.07","0.02243","1805787.07","128279","14.08","Australia","Asx - All Markets","USD","1.41223","--"
"KNEBV","KONE","Industrials","Equity","1800045.97","0.02236","1800045.97","30935","58.19","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.86513","--"
"NSIS B","NOVOZYMES B","Materials","Equity","1797335.23","0.02232","1797335.23","31659","56.77","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.46625","--"
"SCMN","SWISSCOM AG","Communication","Equity","1785638.73","0.02218","1785638.73","2185","817.23","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"ANTO","ANTOFAGASTA PLC","Materials","Equity","1785811.44","0.02218","1785811.44","33603","53.14","United Kingdom","London Stock Exchange","USD","0.74702","--"
"SNA","SNAP ON INC","Industrials","Equity","1783779.69","0.02216","1783779.69","4697","379.77","United States","NYSE","USD","1","--"
"4543","TERUMO CORP","Health Care","Equity","1775459.4","0.02205","1775459.4","124800","14.23","Japan","Tokyo Stock Exchange","USD","160.265","--"
"SHB A","SVENSKA HANDELSBANKEN-A SHS","Financials","Equity","1768814.9","0.02197","1768814.9","123934","14.27","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"RBA","RB GLOBAL INC","Industrials","Equity","1766962.97","0.02195","1766962.97","16876","104.7","Canada","Toronto Stock Exchange","USD","1.39175","--"
"ENTG","ENTEGRIS INC","Information Technology","Equity","1767403.13","0.02195","1767403.13","14093","125.41","United States","NASDAQ","USD","1","--"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Consumer Staples","Equity","1766237.82","0.02194","1766237.82","18643","94.74","Netherlands","NASDAQ","USD","1","--"
"IONQ","IONQ INC","Information Technology","Equity","1760974.92","0.02187","1760974.92","31014","56.78","United States","NYSE","USD","1","--"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","1755001.08","0.0218","1755001.08","24084","72.87","United States","NASDAQ","USD","1","--"
"DD","DUPONT DE NEMOURS INC","Materials","Equity","1752096.3","0.02176","1752096.3","37398","46.85","United States","NYSE","USD","1","--"
"KPN","KONINKLIJKE KPN NV","Communication","Equity","1737064.25","0.02158","1737064.25","345944","5.02","Netherlands","Euronext Amsterdam","USD","0.86513","--"
"LGEN","LEGAL AND GENERAL GROUP PLC","Financials","Equity","1733407.68","0.02153","1733407.68","481015","3.6","United Kingdom","London Stock Exchange","USD","0.74702","--"
"L","LOEWS CORP","Financials","Equity","1727143.92","0.02145","1727143.92","16056","107.57","United States","NYSE","USD","1","--"
"LEN","LENNAR A CORP CLASS A","Consumer Discretionary","Equity","1726458.71","0.02144","1726458.71","19079","90.49","United States","NYSE","USD","1","--"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","1718509.38","0.02134","1718509.38","23538","73.01","United States","NYSE","USD","1","--"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","1706628.3","0.0212","1706628.3","51482","33.15","United States","NYSE","USD","1","--"
"FRE","FRESENIUS SE AND CO KGAA","Health Care","Equity","1701003.6","0.02113","1701003.6","39495","43.07","Germany","Xetra","USD","0.86513","--"
"MTX","MTU AERO ENGINES HOLDING AG","Industrials","Equity","1695414.01","0.02106","1695414.01","4860","348.85","Germany","Xetra","USD","0.86513","--"
"FDXF","FEDEX FREIGHT HOLDING COMPANY INC","Industrials","Equity","1691659.36","0.02101","1691659.36","10079","167.84","United States","NYSE","USD","1","--"
"IMO","IMPERIAL OIL LTD","Energy","Equity","1681757.77","0.02089","1681757.77","13799","121.88","Canada","Toronto Stock Exchange","USD","1.39175","--"
"CAP","CAPGEMINI","Information Technology","Equity","1678336.05","0.02085","1678336.05","14263","117.67","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"4004","RESONAC HOLDINGS","Materials","Equity","1674617.04","0.0208","1674617.04","15500","108.04","Japan","Tokyo Stock Exchange","USD","160.265","--"
"7269","SUZUKI MOTOR CORP","Consumer Discretionary","Equity","1675009.83","0.0208","1675009.83","143900","11.64","Japan","Tokyo Stock Exchange","USD","160.265","--"
"FTV","FORTIVE CORP","Industrials","Equity","1673618.08","0.02079","1673618.08","27311","61.28","United States","NYSE","USD","1","--"
"EPI A","EPIROC CLASS A","Industrials","Equity","1669518.54","0.02074","1669518.54","57632","28.97","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"CHF","CHF CASH","Cash and/or Derivatives","Cash","1668559.91","0.02072","1668559.91","1325087","125.92","Switzerland","--","USD","0.79415","--"
"9020","EAST JAPAN RAILWAY","Industrials","Equity","1667615.51","0.02071","1667615.51","79400","21","Japan","Tokyo Stock Exchange","USD","160.265","--"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","1664056.9","0.02067","1664056.9","5830","285.43","United States","NYSE","USD","1","--"
"FWONK","LIBERTY MEDIA FORMULA ONE SERIES C","Communication","Equity","1658905.6","0.0206","1658905.6","18920","87.68","United States","NASDAQ","USD","1","--"
"STO","SANTOS LTD","Energy","Equity","1657287.7","0.02058","1657287.7","299293","5.54","Australia","Asx - All Markets","USD","1.41223","--"
"8267","AEON LTD","Consumer Staples","Equity","1656518.89","0.02057","1656518.89","196000","8.45","Japan","Tokyo Stock Exchange","USD","160.265","--"
"LUN","LUNDIN MINING CORP","Materials","Equity","1649099.39","0.02048","1649099.39","61664","26.74","Canada","Toronto Stock Exchange","USD","1.39175","--"
"AFRM","AFFIRM HOLDINGS INC CLASS A","Financials","Equity","1644254.89","0.02042","1644254.89","25849","63.61","United States","NASDAQ","USD","1","--"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","1633109.94","0.02028","1633109.94","10791","151.34","United States","NYSE","USD","1","--"
"WSP","WSP GLOBAL INC","Industrials","Equity","1630888.03","0.02026","1630888.03","12147","134.26","Canada","Toronto Stock Exchange","USD","1.39175","--"
"HEXA B","HEXAGON CLASS B","Information Technology","Equity","1629414.86","0.02024","1629414.86","180024","9.05","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"7936","ASICS CORP","Consumer Discretionary","Equity","1625892.12","0.02019","1625892.12","58900","27.6","Japan","Tokyo Stock Exchange","USD","160.265","--"
"BBD.B","BOMBARDIER INC CLASS B","Industrials","Equity","1624542.11","0.02018","1624542.11","7412","219.18","Canada","Toronto Stock Exchange","USD","1.39175","--"
"IREN","IREN LTD","Information Technology","Equity","1607129.5","0.01996","1607129.5","29570","54.35","United States","NASDAQ","USD","1","--"
"BAMI","BANCO BPM","Financials","Equity","1603764.45","0.01992","1603764.45","105031","15.27","Italy","Borsa Italiana","USD","0.86513","--"
"MG","MAGNA INTERNATIONAL INC","Consumer Discretionary","Equity","1600582.91","0.01988","1600582.91","24179","66.2","Canada","Toronto Stock Exchange","USD","1.39175","--"
"2","CLP HOLDINGS LTD","Utilities","Equity","1596223.92","0.01983","1596223.92","170500","9.36","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83485","--"
"SAB","BANCO DE SABADELL SA","Financials","Equity","1593226.01","0.01979","1593226.01","478425","3.33","Spain","Bolsa De Madrid","USD","0.86513","--"
"EVN","EVOLUTION MINING LTD","Materials","Equity","1586597.99","0.01971","1586597.99","191018","8.31","Australia","Asx - All Markets","USD","1.41223","--"
"AMCR","AMCOR PLC","Materials","Equity","1585331.01","0.01969","1585331.01","41577","38.13","United States","NYSE","USD","1","--"
"BT.A","BT GROUP PLC","Communication","Equity","1583378.1","0.01967","1583378.1","587006","2.7","United Kingdom","London Stock Exchange","USD","0.74702","--"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","1583709.12","0.01967","1583709.12","64694","24.48","United States","NYSE","USD","1","--"
"GBP","GBP CASH","Cash and/or Derivatives","Cash","1579517.82","0.01962","1579517.82","1179933","133.87","United Kingdom","--","USD","0.74702","--"
"INVH","INVITATION HOMES INC","Real Estate","Equity","1576529.24","0.01958","1576529.24","52481","30.04","United States","NYSE","USD","1","--"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","1575127.71","0.01956","1575127.71","13879","113.49","United States","NYSE","USD","1","--"
"LOGN","LOGITECH INTERNATIONAL SA","Information Technology","Equity","1574103.38","0.01955","1574103.38","13665","115.19","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"SGSN","SGS SA","Industrials","Equity","1566831.38","0.01946","1566831.38","13909","112.65","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"CDW","CDW CORP","Information Technology","Equity","1565215.6","0.01944","1565215.6","11765","133.04","United States","NASDAQ","USD","1","--"
"BAER","JULIUS BAER GRUPPE AG","Financials","Equity","1563492.99","0.01942","1563492.99","18893","82.76","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"BRO","BROWN & BROWN INC","Financials","Equity","1563027.3","0.01941","1563027.3","26555","58.86","United States","NYSE","USD","1","--"
"HEIA","HEICO CORP CLASS A","Industrials","Equity","1562052.5","0.0194","1562052.5","6415","243.5","United States","NYSE","USD","1","--"
"6326","KUBOTA CORP","Industrials","Equity","1560994.91","0.01939","1560994.91","86700","18","Japan","Tokyo Stock Exchange","USD","160.265","--"
"CLNX","CELLNEX TELECOM","Communication","Equity","1550642.62","0.01926","1550642.62","47236","32.83","Spain","Bolsa De Madrid","USD","0.86513","--"
"SAAB B","SAAB CLASS B","Industrials","Equity","1548237.94","0.01923","1548237.94","27633","56.03","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"VNA","VONOVIA SE","Real Estate","Equity","1542523.4","0.01916","1542523.4","66096","23.34","Germany","Xetra","USD","0.86513","--"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","1539191.25","0.01912","1539191.25","17625","87.33","United States","NYSE","USD","1","--"
"WKL","WOLTERS KLUWER NV","Industrials","Equity","1537605.23","0.0191","1537605.23","20955","73.38","Netherlands","Euronext Amsterdam","USD","0.86513","--"
"FCNCA","FIRST CITIZENS BANCSHARES INC CLAS","Financials","Equity","1535574","0.01907","1535574","740","2075.1","United States","NASDAQ","USD","1","--"
"CDE","COEUR MINING INC","Materials","Equity","1527632.03","0.01897","1527632.03","93319","16.37","United States","NYSE","USD","1","--"
"LYB","LYONDELLBASELL INDUSTRIES CLASS A","Materials","Equity","1524199.5","0.01893","1524199.5","23631","64.5","United States","NYSE","USD","1","--"
"INCY","INCYTE CORP","Health Care","Equity","1515428.76","0.01882","1515428.76","14802","102.38","United States","NASDAQ","USD","1","--"
"NVR","NVR INC","Consumer Discretionary","Equity","1514724.75","0.01881","1514724.75","245","6182.55","United States","NYSE","USD","1","--"
"ALFA","ALFA LAVAL","Industrials","Equity","1512978.42","0.01879","1512978.42","26453","57.19","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","1510231.67","0.01876","1510231.67","62329","24.23","United States","NYSE","USD","1","--"
"IP","INTERNATIONAL PAPER","Materials","Equity","1509290.66","0.01875","1509290.66","44906","33.61","United States","NYSE","USD","1","--"
"BAM","BROOKFIELD ASSET MANAGEMENT VOTING","Financials","Equity","1508714.71","0.01874","1508714.71","32615","46.26","Canada","Toronto Stock Exchange","USD","1.39175","--"
"TOU","TOURMALINE OIL CORP","Energy","Equity","1505616.96","0.0187","1505616.96","32880","45.79","Canada","Toronto Stock Exchange","USD","1.39175","--"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","1504310.22","0.01868","1504310.22","25614","58.73","United States","NYSE","USD","1","--"
"9022","CENTRAL JAPAN RAILWAY","Industrials","Equity","1492325.21","0.01854","1492325.21","71500","20.87","Japan","Tokyo Stock Exchange","USD","160.265","--"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","1486031.46","0.01846","1486031.46","11751","126.46","United States","NYSE","USD","1","--"
"TEF","TELEFONICA SA","Communication","Equity","1483707.4","0.01843","1483707.4","330653","4.49","Spain","Bolsa De Madrid","USD","0.86513","--"
"PTC","PTC INC","Information Technology","Equity","1480970","0.01839","1480970","10810","137","United States","NASDAQ","USD","1","--"
"TRN","TERNA RETE ELETTRICA NAZIONALE","Utilities","Equity","1478783.15","0.01837","1478783.15","127297","11.62","Italy","Borsa Italiana","USD","0.86513","--"
"BOL","BOLIDEN","Materials","Equity","1477355.12","0.01835","1477355.12","25546","57.83","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"TEAM","ATLASSIAN CORP CLASS A","Information Technology","Equity","1477726.32","0.01835","1477726.32","14856","99.47","United States","NASDAQ","USD","1","--"
"5401","NIPPON STEEL CORP","Materials","Equity","1463996.79","0.01818","1463996.79","428935","3.41","Japan","Tokyo Stock Exchange","USD","160.265","--"
"NVMI","NOVA LTD","Information Technology","Equity","1458704.24","0.01812","1458704.24","2847","512.37","Israel","Tel Aviv Stock Exchange","USD","2.92955","--"
"TXT","TEXTRON INC","Industrials","Equity","1454820.84","0.01807","1454820.84","15973","91.08","United States","NYSE","USD","1","--"
"BXB","BRAMBLES LTD","Industrials","Equity","1450833.51","0.01802","1450833.51","121094","11.98","Australia","Asx - All Markets","USD","1.41223","--"
"4452","KAO CORP","Consumer Staples","Equity","1448246.34","0.01799","1448246.34","39200","36.95","Japan","Tokyo Stock Exchange","USD","160.265","--"
"6361","EBARA CORP","Industrials","Equity","1447081.4","0.01797","1447081.4","41900","34.54","Japan","Tokyo Stock Exchange","USD","160.265","--"
"RYA","RYANAIR HOLDINGS PLC","Industrials","Equity","1440070.48","0.01789","1440070.48","52171","27.6","Ireland","Irish Stock Exchange - All Market","USD","0.86513","--"
"IEX","IDEX CORP","Industrials","Equity","1439614.75","0.01788","1439614.75","6685","215.35","United States","NYSE","USD","1","--"
"TSCO","TRACTOR SUPPLY","Consumer Discretionary","Equity","1438522.9","0.01787","1438522.9","48305","29.78","United States","NASDAQ","USD","1","--"
"NHY","NORSK HYDRO","Materials","Equity","1436161.4","0.01784","1436161.4","116597","12.32","Norway","Oslo Bors Asa","USD","9.4217","--"
"UPM","UPM-KYMMENE","Materials","Equity","1434875.45","0.01782","1434875.45","49104","29.22","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.86513","--"
"SUI","SUN COMMUNITIES REIT INC","Real Estate","Equity","1434185.55","0.01781","1434185.55","11595","123.69","United States","NYSE","USD","1","--"
"PHOE","PHOENIX FINANCIAL LTD","Financials","Equity","1432472.56","0.01779","1432472.56","23980","59.74","Israel","Tel Aviv Stock Exchange","USD","2.92955","--"
"ESSITY B","ESSITY CLASS B","Consumer Staples","Equity","1426206.79","0.01771","1426206.79","52377","27.23","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"7013","IHI CORP","Industrials","Equity","1421389.57","0.01765","1421389.57","88500","16.06","Japan","Tokyo Stock Exchange","USD","160.265","--"
"FBK","FINECOBANK BANCA FINECO","Financials","Equity","1417055.15","0.0176","1417055.15","58545","24.2","Italy","Borsa Italiana","USD","0.86513","--"
"NDSN","NORDSON CORP","Industrials","Equity","1417325.49","0.0176","1417325.49","5013","282.73","United States","NASDAQ","USD","1","--"
"WPC","W. P. CAREY REIT INC","Real Estate","Equity","1415012.04","0.01758","1415012.04","18996","74.49","United States","NYSE","USD","1","--"
"NBIX","NEUROCRINE BIOSCIENCES INC","Health Care","Equity","1414284.4","0.01757","1414284.4","8630","163.88","United States","NASDAQ","USD","1","--"
"WRB","WR BERKLEY CORP","Financials","Equity","1411170.6","0.01753","1411170.6","20580","68.57","United States","NYSE","USD","1","--"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","1411401.68","0.01753","1411401.68","2776","508.43","United States","NYSE","USD","1","--"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financials","Equity","1407968.22","0.01749","1407968.22","66351","21.22","United States","NYSE","USD","1","--"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","1402270.08","0.01742","1402270.08","21144","66.32","United States","NYSE","USD","1","--"
"HEI","HEICO CORP","Industrials","Equity","1402611.76","0.01742","1402611.76","4232","331.43","United States","NYSE","USD","1","--"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","1400824.15","0.0174","1400824.15","12955","108.13","United States","NYSE","USD","1","--"
"9735","SECOM LTD","Industrials","Equity","1397494.77","0.01736","1397494.77","35500","39.37","Japan","Tokyo Stock Exchange","USD","160.265","--"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","1396146","0.01734","1396146","27784","50.25","United States","NYSE","USD","1","--"
"CSL","CARLISLE COMPANIES INC","Industrials","Equity","1395337.34","0.01733","1395337.34","4033","345.98","United States","NYSE","USD","1","--"
"SATS","ECHOSTAR CORP CLASS A","Communication","Equity","1391057.64","0.01728","1391057.64","11963","116.28","United States","NASDAQ","USD","1","--"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","1390116.78","0.01727","1390116.78","10107","137.54","United States","NYSE","USD","1","--"
"GWO","GREAT WEST LIFECO INC","Financials","Equity","1389392.87","0.01726","1389392.87","23619","58.83","Canada","Toronto Stock Exchange","USD","1.39175","--"
"EDP","EDP ENERGIAS DE PORTUGAL SA","Utilities","Equity","1383311.72","0.01718","1383311.72","270572","5.11","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.86513","--"
"MAS","MASCO CORP","Industrials","Equity","1382022.51","0.01717","1382022.51","19911","69.41","United States","NYSE","USD","1","--"
"GMAB","GENMAB","Health Care","Equity","1378713.32","0.01712","1378713.32","5630","244.89","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.46625","--"
"SCHP","SCHINDLER HOLDING PAR AG","Industrials","Equity","1372467.42","0.01705","1372467.42","4113","333.69","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"APTV","APTIV PLC","Consumer Discretionary","Equity","1365757.4","0.01696","1365757.4","19909","68.6","United States","NYSE","USD","1","--"
"DSY","DASSAULT SYSTEMES","Information Technology","Equity","1359816.67","0.01689","1359816.67","59671","22.79","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"5706","MITSUI KINZOKU LIMITED LTD","Materials","Equity","1360253.33","0.01689","1360253.33","4900","277.6","Japan","Tokyo Stock Exchange","USD","160.265","--"
"INF","INFORMA PLC","Communication","Equity","1352747.47","0.0168","1352747.47","124266","10.89","United Kingdom","London Stock Exchange","USD","0.74702","--"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","1348199.05","0.01675","1348199.05","10835","124.43","United States","NYSE","USD","1","--"
"EMA","EMERA INC","Utilities","Equity","1344395.9","0.0167","1344395.9","25915","51.88","Canada","Toronto Stock Exchange","USD","1.39175","--"
"SSNC","SS AND C TECHNOLOGIES HOLDINGS INC","Industrials","Equity","1343670.2","0.01669","1343670.2","19220","69.91","United States","NASDAQ","USD","1","--"
"AGI","ALAMOS GOLD INC CLASS A","Materials","Equity","1341035.1","0.01666","1341035.1","37720","35.55","Canada","Toronto Stock Exchange","USD","1.39175","--"
"1812","KAJIMA CORP","Industrials","Equity","1335422.58","0.01659","1335422.58","38500","34.69","Japan","Tokyo Stock Exchange","USD","160.265","--"
"PST","POSTE ITALIANE","Financials","Equity","1334607.05","0.01658","1334607.05","44839","29.76","Italy","Borsa Italiana","USD","0.86513","--"
"TLS","TELSTRA GROUP LTD","Communication","Equity","1333031.2","0.01656","1333031.2","378782","3.52","Australia","Asx - All Markets","USD","1.41223","--"
"S68","SINGAPORE EXCHANGE LTD","Financials","Equity","1333577.81","0.01656","1333577.81","79070","16.87","Singapore","Singapore Exchange","USD","1.289","--"
"4507","SHIONOGI LTD","Health Care","Equity","1328234.49","0.0165","1328234.49","74300","17.88","Japan","Tokyo Stock Exchange","USD","160.265","--"
