"Ticker","Name","Sector","Asset Class","Market Value","Weight (%)","Notional Value","Quantity","Price","Location","Exchange","Currency","FX Rate","Accrual Date"
"REP","REPSOL SA","Energy","Equity","2792324.23","0.03468","2792324.23","104667","26.68","Spain","Bolsa De Madrid","USD","0.86513","--"
"8630","SOMPO HOLDINGS INC","Financials","Equity","2785877.14","0.0346","2785877.14","75700","36.8","Japan","Tokyo Stock Exchange","USD","160.265","--"
"WDAY","WORKDAY INC CLASS A","Information Technology","Equity","2779121.36","0.03452","2779121.36","19262","144.28","United States","NASDAQ","USD","1","--"
"EXR","EXTRA SPACE STORAGE REIT INC","Real Estate","Equity","2774694.45","0.03446","2774694.45","19095","145.31","United States","NYSE","USD","1","--"
"AEE","AMEREN CORP","Utilities","Equity","2773381.87","0.03445","2773381.87","25381","109.27","United States","NYSE","USD","1","--"
"FFH","FAIRFAX FINANCIAL HOLDINGS SUB VOT","Financials","Equity","2771599.26","0.03442","2771599.26","1737","1595.62","Canada","Toronto Stock Exchange","USD","1.39175","--"
"KBC","KBC GROEP","Financials","Equity","2747783.63","0.03413","2747783.63","21093","130.27","Belgium","Nyse Euronext - Euronext Brussels","USD","0.86513","--"
"GEHC","GE HEALTHCARE TECHNOLOGIES INC","Health Care","Equity","2745629.52","0.0341","2745629.52","42456","64.67","United States","NASDAQ","USD","1","--"
"Q","QNITY ELECTRONICS INC","Information Technology","Equity","2744690.1","0.03409","2744690.1","19322","142.05","United States","NYSE","USD","1","--"
"DTE","DTE ENERGY","Utilities","Equity","2736102.9","0.03398","2736102.9","18770","145.77","United States","NYSE","USD","1","--"
"VICI","VICI PPTYS INC","Real Estate","Equity","2734960.48","0.03397","2734960.48","98168","27.86","United States","NYSE","USD","1","--"
"SWED A","SWEDBANK","Financials","Equity","2700981.13","0.03355","2700981.13","75789","35.64","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"DOV","DOVER CORP","Industrials","Equity","2679131","0.03328","2679131","12475","214.76","United States","NYSE","USD","1","--"
"SIKA","SIKA AG","Materials","Equity","2678012.97","0.03326","2678012.97","14240","188.06","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","2674480.17","0.03322","2674480.17","9487","281.91","United States","Cboe BZX","USD","1","--"
"RMD","RESMED INC","Health Care","Equity","2663007.36","0.03308","2663007.36","13584","196.04","United States","NYSE","USD","1","--"
"SEB A","SKANDINAVISKA ENSKILDA BANKEN","Financials","Equity","2662639.07","0.03307","2662639.07","135589","19.64","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"NTRA","NATERA INC","Health Care","Equity","2637547.5","0.03276","2637547.5","12250","215.31","United States","NASDAQ","USD","1","--"
"IR","INGERSOLL RAND INC","Industrials","Equity","2634885.25","0.03273","2634885.25","36469","72.25","United States","NYSE","USD","1","--"
"SLHN","SWISS LIFE HOLDING AG","Financials","Equity","2631599.82","0.03269","2631599.82","2485","1058.99","Switzerland","SIX Swiss Exchange","USD","0.79415","--"
"CASY","CASEYS GENERAL STORES INC","Consumer Staples","Equity","2627065.68","0.03263","2627065.68","3448","761.91","United States","NASDAQ","USD","1","--"
"MT","ARCELORMITTAL SA","Materials","Equity","2626655.42","0.03262","2626655.42","38372","68.45","France","Euronext Amsterdam","USD","0.86513","--"
"FISV","FISERV INC","Financials","Equity","2625594.34","0.03261","2625594.34","48238","54.43","United States","NASDAQ","USD","1","--"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","2606232.41","0.03237","2606232.41","9341","279.01","United States","NASDAQ","USD","1","--"
"BIIB","BIOGEN INC","Health Care","Equity","2598998.7","0.03228","2598998.7","13305","195.34","United States","NASDAQ","USD","1","--"
"TSEM","TOWER SEMICONDUCTOR LTD","Information Technology","Equity","2597679.68","0.03226","2597679.68","10113","256.87","Israel","Tel Aviv Stock Exchange","USD","2.92955","--"
"FTS","FORTIS INC","Utilities","Equity","2595078.97","0.03223","2595078.97","46405","55.92","Canada","Toronto Stock Exchange","USD","1.39175","--"
"PPL","PEMBINA PIPELINE CORP","Energy","Equity","2591428.69","0.03219","2591428.69","52984","48.91","Canada","Toronto Stock Exchange","USD","1.39175","--"
"RJF","RAYMOND JAMES INC","Financials","Equity","2589795","0.03217","2589795","17100","151.45","United States","NYSE","USD","1","--"
"6971","KYOCERA CORP","Information Technology","Equity","2576482.7","0.032","2576482.7","111000","23.21","Japan","Tokyo Stock Exchange","USD","160.265","--"
"MDB","MONGODB INC CLASS A","Information Technology","Equity","2571976.42","0.03195","2571976.42","7333","350.74","United States","NASDAQ","USD","1","--"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","2570729.81","0.03193","2570729.81","35057","73.33","United States","NYSE","USD","1","--"
"9432","NTT INC","Communication","Equity","2569906.09","0.03192","2569906.09","2821000","0.91","Japan","Tokyo Stock Exchange","USD","160.265","--"
"III","3I GROUP PLC","Financials","Equity","2558404.61","0.03178","2558404.61","86518","29.57","United Kingdom","London Stock Exchange","USD","0.74702","--"
"CPRT","COPART INC","Industrials","Equity","2556924.48","0.03176","2556924.48","82588","30.96","United States","NASDAQ","USD","1","--"
"CBK","COMMERZBANK AG","Financials","Equity","2555879.84","0.03175","2555879.84","59600","42.88","Germany","Xetra","USD","0.86513","--"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","2552420.26","0.0317","2552420.26","4238","602.27","United States","NYSE","USD","1","--"
"TECK.B","TECK RESOURCES SUBORDINATE VOTING","Materials","Equity","2547528.29","0.03164","2547528.29","41275","61.72","Canada","Toronto Stock Exchange","USD","1.39175","--"
"VOD","VODAFONE GROUP PLC","Communication","Equity","2534843.42","0.03148","2534843.42","1715201","1.48","United Kingdom","London Stock Exchange","USD","0.74702","--"
"IMB","IMPERIAL BRANDS PLC","Consumer Staples","Equity","2530327.22","0.03143","2530327.22","68461","36.96","United Kingdom","London Stock Exchange","USD","0.74702","--"
"8308","RESONA HOLDINGS INC","Financials","Equity","2529468.07","0.03142","2529468.07","191400","13.22","Japan","Tokyo Stock Exchange","USD","160.265","--"
"4062","IBIDEN LTD","Information Technology","Equity","2528412.32","0.0314","2528412.32","21600","117.06","Japan","Tokyo Stock Exchange","USD","160.265","--"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","2527544.1","0.03139","2527544.1","18041","140.1","United States","NYSE","USD","1","--"
"ATO","ATMOS ENERGY CORP","Utilities","Equity","2519552","0.03129","2519552","14800","170.24","United States","NYSE","USD","1","--"
"4578","OTSUKA HOLDINGS LTD","Health Care","Equity","2515196.71","0.03124","2515196.71","38100","66.02","Japan","Tokyo Stock Exchange","USD","160.265","--"
"DXCM","DEXCOM INC","Health Care","Equity","2512795.68","0.03121","2512795.68","34488","72.86","United States","NASDAQ","USD","1","--"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","2509871.42","0.03117","2509871.42","39229","63.98","United States","NYSE","USD","1","--"
"XYL","XYLEM INC","Industrials","Equity","2505312.72","0.03112","2505312.72","22788","109.94","United States","NYSE","USD","1","--"
"HSY","HERSHEY FOODS","Consumer Staples","Equity","2499766.94","0.03105","2499766.94","13543","184.58","United States","NYSE","USD","1","--"
"CRWV","COREWEAVE INC CLASS A","Information Technology","Equity","2498606.71","0.03103","2498606.71","24889","100.39","United States","NASDAQ","USD","1","--"
"HEI","HEIDELBERG MATERIALS AG","Materials","Equity","2492971.14","0.03096","2492971.14","12032","207.19","Germany","Xetra","USD","0.86513","--"
"OTIS","OTIS WORLDWIDE CORP","Industrials","Equity","2477163.78","0.03077","2477163.78","35217","70.34","United States","NYSE","USD","1","--"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","2476276.14","0.03076","2476276.14","58006","42.69","United States","NYSE","USD","1","--"
"AMS","AMADEUS IT GROUP SA","Consumer Discretionary","Equity","2468732.1","0.03066","2468732.1","39787","62.05","Spain","Bolsa De Madrid","USD","0.86513","--"
"IHG","INTERCONTINENTAL HOTELS GROUP PLC","Consumer Discretionary","Equity","2465993.8","0.03063","2465993.8","15241","161.8","United Kingdom","London Stock Exchange","USD","1","--"
"AMRZ","AMRIZE AG","Materials","Equity","2466233.82","0.03063","2466233.82","46029","53.58","United States","NYSE","USD","1","--"
"EQNR","EQUINOR","Energy","Equity","2460607.53","0.03056","2460607.53","65489","37.57","Norway","Oslo Bors Asa","USD","9.4217","--"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","2456111.28","0.03051","2456111.28","10731","228.88","United States","NASDAQ","USD","1","--"
"L","LOBLAW COMPANIES LTD","Consumer Staples","Equity","2454708.83","0.03049","2454708.83","52134","47.08","Canada","Toronto Stock Exchange","USD","1.39175","--"
"ARES","ARES MANAGEMENT CORP CLASS A","Financials","Equity","2438740.85","0.03029","2438740.85","19409","125.65","United States","NYSE","USD","1","--"
"8015","TOYOTA TSUSHO CORP","Industrials","Equity","2437138.49","0.03027","2437138.49","60500","40.28","Japan","Tokyo Stock Exchange","USD","160.265","--"
"VIE","VEOLIA ENVIRON. SA","Utilities","Equity","2433178.75","0.03022","2433178.75","60350","40.32","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","2426329.08","0.03014","2426329.08","12789","189.72","United States","NYSE","USD","1","--"
"CW","CURTISS WRIGHT CORP","Industrials","Equity","2420828.28","0.03007","2420828.28","3302","733.14","United States","NYSE","USD","1","--"
"ES","EVERSOURCE ENERGY","Utilities","Equity","2415226","0.03","2415226","34210","70.6","United States","NYSE","USD","1","--"
"FICO","FAIR ISAAC CORP","Information Technology","Equity","2413414.26","0.02998","2413414.26","2122","1137.33","United States","NYSE","USD","1","--"
"4568","DAIICHI SANKYO LTD","Health Care","Equity","2405091.57","0.02987","2405091.57","154800","15.54","Japan","Tokyo Stock Exchange","USD","160.265","--"
"2802","AJINOMOTO INC","Consumer Staples","Equity","2405241.32","0.02987","2405241.32","78000","30.84","Japan","Tokyo Stock Exchange","USD","160.265","--"
"NRG","NRG ENERGY INC","Utilities","Equity","2396143.2","0.02976","2396143.2","18546","129.2","United States","NYSE","USD","1","--"
"PPL","PPL CORP","Utilities","Equity","2390219.72","0.02969","2390219.72","66878","35.74","United States","NYSE","USD","1","--"
"POLI","BANK HAPOALIM BM","Financials","Equity","2378358.72","0.02954","2378358.72","101390","23.46","Israel","Tel Aviv Stock Exchange","USD","2.92955","--"
"ATCO B","ATLAS COPCO CLASS B","Industrials","Equity","2377491.01","0.02953","2377491.01","140400","16.93","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"CTSH","COGNIZANT TECHNOLOGY SOLUTIONS COR","Information Technology","Equity","2373166","0.02948","2373166","44600","53.21","United States","NASDAQ","USD","1","--"
"FE","FIRSTENERGY CORP","Utilities","Equity","2359899.96","0.02931","2359899.96","50838","46.42","United States","NYSE","USD","1","--"
"HO","THALES SA","Industrials","Equity","2359118.85","0.0293","2359118.85","8782","268.63","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"FTI","TECHNIPFMC PLC","Energy","Equity","2353133.12","0.02923","2353133.12","35216","66.82","United States","NYSE","USD","1","--"
"DNB","DNB BANK","Financials","Equity","2343159.94","0.0291","2343159.94","77625","30.19","Norway","Oslo Bors Asa","USD","9.4217","--"
"PPG","PPG INDUSTRIES INC","Materials","Equity","2320495.8","0.02882","2320495.8","20391","113.8","United States","NYSE","USD","1","--"
"VEEV","VEEVA SYSTEMS INC CLASS A","Health Care","Equity","2315045.32","0.02875","2315045.32","13412","172.61","United States","NYSE","USD","1","--"
"VWS","VESTAS WIND SYSTEMS","Industrials","Equity","2314127.42","0.02874","2314127.42","86296","26.82","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.46625","--"
"HUBB","HUBBELL INC","Industrials","Equity","2305901.52","0.02864","2305901.52","4836","476.82","United States","NYSE","USD","1","--"
"WTW","WILLIS TOWERS WATSON PLC","Financials","Equity","2303866.68","0.02862","2303866.68","8742","263.54","United States","NASDAQ","USD","1","--"
"ACS","ACS ACTIVIDADES DE CONSTRUCCION Y","Industrials","Equity","2303123.12","0.02861","2303123.12","15826","145.53","Spain","Bolsa De Madrid","USD","0.86513","--"
"8802","MITSUBISHI ESTATE CO LTD","Real Estate","Equity","2302099.65","0.02859","2302099.65","92700","24.83","Japan","Tokyo Stock Exchange","USD","160.265","--"
"ADYEN","ADYEN NV","Financials","Equity","2278936.38","0.02831","2278936.38","2412","944.83","Netherlands","Euronext Amsterdam","USD","0.86513","--"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","2277796.1","0.02829","2277796.1","14230","160.07","United States","NYSE","USD","1","--"
"RBLX","ROBLOX CORP CLASS A","Communication","Equity","2275928.04","0.02827","2275928.04","54422","41.82","United States","NYSE","USD","1","--"
"4901","FUJIFILM HOLDINGS CORP","Information Technology","Equity","2276200.04","0.02827","2276200.04","103400","22.01","Japan","Tokyo Stock Exchange","USD","160.265","--"
"SAMPO","SAMPO CLASS A","Financials","Equity","2272247.42","0.02822","2272247.42","221322","10.27","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.86513","--"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","2269571.92","0.02819","2269571.92","32038","70.84","United States","NYSE","USD","1","--"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","2257742.32","0.02804","2257742.32","79108","28.54","United States","NYSE","USD","1","--"
"Z74","SINGAPORE TELECOMMUNICATIONS LTD","Communication","Equity","2255162.14","0.02801","2255162.14","677600","3.33","Singapore","Singapore Exchange","USD","1.289","--"
"8604","NOMURA HOLDINGS INC","Financials","Equity","2252127.41","0.02797","2252127.41","265200","8.49","Japan","Tokyo Stock Exchange","USD","160.265","--"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","2246833.08","0.02791","2246833.08","1943795","115.59","European Union","--","USD","0.86513","--"
"ZM","ZOOM COMMUNICATIONS INC CLASS A","Information Technology","Equity","2245700.38","0.02789","2245700.38","22099","101.62","United States","NASDAQ","USD","1","--"
"MTD","METTLER TOLEDO INC","Health Care","Equity","2239400.2","0.02781","2239400.2","1940","1154.33","United States","NYSE","USD","1","--"
"ML","MICHELIN","Consumer Discretionary","Equity","2232046.92","0.02772","2232046.92","60571","36.85","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"DOW","DOW INC","Materials","Equity","2227616.72","0.02767","2227616.72","65576","33.97","United States","NYSE","USD","1","--"
"FMG","FORTESCUE LTD","Materials","Equity","2222824.79","0.02761","2222824.79","152905","14.54","Australia","Asx - All Markets","USD","1.41223","--"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","2223315.79","0.02761","2223315.79","13451","165.29","United States","NASDAQ","USD","1","--"
"XPO","XPO INC","Industrials","Equity","2218300.08","0.02755","2218300.08","10132","218.94","United States","NYSE","USD","1","--"
"VRSN","VERISIGN INC","Information Technology","Equity","2213964.44","0.0275","2213964.44","7507","294.92","United States","NASDAQ","USD","1","--"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","2206814.68","0.02741","2206814.68","10766","204.98","United States","NYSE","USD","1","--"
"ILMN","ILLUMINA INC","Health Care","Equity","2206415.76","0.0274","2206415.76","13593","162.32","United States","NASDAQ","USD","1","--"
"AWK","AMERICAN WATER WORKS INC","Utilities","Equity","2200878.54","0.02734","2200878.54","17682","124.47","United States","NYSE","USD","1","--"
"4503","ASTELLAS PHARMA INC","Health Care","Equity","2196530.12","0.02728","2196530.12","162900","13.48","Japan","Tokyo Stock Exchange","USD","160.265","--"
"2388","BOC HONG KONG HOLDINGS LTD","Financials","Equity","2180065.99","0.02708","2180065.99","360500","6.05","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.83485","--"
"RVMD","REVOLUTION MEDICINES INC","Health Care","Equity","2176071.86","0.02703","2176071.86","14582","149.23","United States","NASDAQ","USD","1","--"
"ESLT","ELBIT SYSTEMS LTD","Industrials","Equity","2174873.27","0.02701","2174873.27","2625","828.52","Israel","Tel Aviv Stock Exchange","USD","2.92955","--"
"QBE","QBE INSURANCE GROUP LTD","Financials","Equity","2168886.49","0.02694","2168886.49","135111","16.05","Australia","Asx - All Markets","USD","1.41223","--"
"8801","MITSUI FUDOSAN LTD","Real Estate","Equity","2163232.77","0.02687","2163232.77","231900","9.33","Japan","Tokyo Stock Exchange","USD","160.265","--"
"QSR","RESTAURANTS BRANDS INTERNATIONAL I","Consumer Discretionary","Equity","2153716.2","0.02675","2153716.2","29578","72.81","Canada","Toronto Stock Exchange","USD","1.39175","--"
